,count,hate_speech,offensive_language,neither,class,tweet
4725,3,3,0,0,0,"Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil"
4740,3,3,0,0,0,"Shame of you! Self-hating kike. 
We Jews are G-d's chosen people."
4758,3,3,0,0,0,faggot.
4767,3,3,0,0,0,hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people
4822,3,3,0,0,0,One less little nigger that would grow up into a big nigger.
4930,3,3,0,0,0,"Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot."
5143,3,3,0,0,0,1) He's a faggot and I don't like him. 2) I'm on the other side of the state.
5278,3,3,0,0,0,"aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot."
5294,3,3,0,0,0,your picture makes you look like a serious fag. #justsayin lol
5398,3,3,0,0,0,nope not at all but I'm stuck in a house full of fucking niggers help me escape 
5549,3,3,0,0,0,pats owner is a kike.
5550,3,3,0,0,0,with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.
5557,3,3,0,0,0,your a fucking queer faggot bitch
5699,3,3,0,0,0,u guys are fags.
5840,3,3,0,0,0,thanks for ignoring my texts fag
5873,3,3,0,0,0,"You don't have any kids?! What are you, one of them queers!?"
5886,3,3,0,0,0,hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done
5919,3,3,0,0,0,who cares tbh ones a shitty dirty Argentino  the other is a feather fisted nigger
5987,3,3,0,0,0,fuck you spear chucker
6009,3,3,0,0,0,"whatever hoe bitch #1 them ""fags"" beat yall sad asses too"
6017,3,3,0,0,0,mean bro fucking faggot
6091,3,3,0,0,0,probs that fag Vhia
6093,3,3,0,0,0,do i have to repeat myself u white trash
6262,3,3,0,0,0,Bernstine is Chi Sox Jew fag.
6303,3,3,0,0,0,its retarded
6459,3,3,0,0,0,lmao why ur dad raised u to be a bitch made nigga
6467,3,3,0,0,0,oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy
6513,3,3,0,0,0,stfu dyke looking hoe.
6625,3,3,0,0,0,gayer then 2 faggots in bed together
6639,3,3,0,0,0,no just a niggress that thinks she's human.
6640,3,3,0,0,0,"I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy"
6695,3,3,0,0,0,"okay, let's fight you ginger faggot"
6705,3,3,0,0,0,Oh really? fags are gross You aids infected sick fuckers
6800,3,3,0,0,0,I knew you were a faggot though
6849,3,3,0,0,0,I'm surprised you could read it with slits for eyes
6928,3,3,0,0,0,BORINGHACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?
7104,3,3,0,0,0,"Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms."
7188,3,3,0,0,0,I believe that you fuckin can punk nigga bitch
7200,3,3,0,0,0,bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line
7209,3,3,0,0,0,that bitch done.. have it to u on Sunday my nigga
7234,3,3,0,0,0,fucking faggot
7271,3,3,0,0,0,you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo
7283,3,3,0,0,0,y dont u end us monkeys then? U hate us because were better than crackers  I love it. Deep down u know weve done nothin 2 u
7291,3,3,0,0,0,white boy talmbout Ight I'll see you tomorrow at school nigger
7334,3,3,0,0,0,This is Twitter. Not only are you a fag but you're also retarded.
7431,3,3,0,0,0,"A guy claiming to be Republican called C-Span news and said ""Republicans hate that nigger Obama"" https://t.co/XZe0u7guZM"
7545,3,3,0,0,0,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans  trailer park trash white girls."
7661,3,3,0,0,0,All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel
7791,3,3,0,0,0,Anyone who came to the US as an indentured servant is white trash.
8104,3,3,0,0,0,Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.
8105,3,3,0,0,0,Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.
8107,3,3,0,0,0,Black people like disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity
8357,3,3,0,0,0,Can't stand that faggot.
8398,3,3,0,0,0,Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again
8401,3,3,0,0,0,"Celtic means white trash. If someone says they're Celtic, it means they're white trash."
8462,3,3,0,0,0,"Chill RT If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch"""
8903,3,3,0,0,0,EDA!! The 2 queers at AA! lol http://t.co/GzzrZjvVlV
8905,3,3,0,0,0,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports
8940,3,3,0,0,0,Elizabeth is a.stupid hoe.
8978,3,3,0,0,0,Every gook in #LosAngeles should be deported or killed.
8987,3,3,0,0,0,Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.
8990,3,3,0,0,0,Every spic cop should be killed. Those pigs only got their job to 'get even' but white people never did anything to them.
9057,3,3,0,0,0,"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale."
9307,3,3,0,0,0,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch
9308,3,3,0,0,0,Fuck you ghetto ass coons
9326,3,3,0,0,0,"Fucking faggots aren't from or live in DC, Maryland or VA"
9331,3,3,0,0,0,Fucking hate my coon ahh uncle
9806,3,3,0,0,0,Hey my folk. This nigger loving Jew boy asked if I was making death threats against his goat fucking people. Fuck him.
9836,3,3,0,0,0,Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.
10181,3,3,0,0,0,I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain't no mo human den a monkey
10449,3,3,0,0,0,I hate dumb bitches
10476,3,3,0,0,0,I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.
10477,3,3,0,0,0,I hate the white trash cops who raped and murdered my infant daughters and son.
10630,3,3,0,0,0,I know righttt RT I hate fat loud bitches
10797,3,3,0,0,0,I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.
10839,3,3,0,0,0,I really just want to kill some towel head terrorists already  can high school be over now please?
11128,3,3,0,0,0,"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... 

JK 

Just trolling

Fags"
11311,3,3,0,0,0,I'm just upset they got faggots on this show
11344,3,3,0,0,0,"I'm not weird, you're just a faggot"
11390,3,3,0,0,0,I'm so sick of u niggers...
11530,3,3,0,0,0,"If a spic ever talks to a white person and the white person kills them, it's self defense."
11572,3,3,0,0,0,"If some one isn't an Anglo-Saxon Protestant, they have no right to be alive in the US. None at all, they are foreign filth."
11573,3,3,0,0,0,If someone is part of 'James X' then he's a white trash cultist.
11652,3,3,0,0,0,"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?"
11844,3,3,0,0,0,Iont see how some of you niggas fags!!
12085,3,3,0,0,0,Johnny Rebel - If I could be a nigger for a day: http://t.co/JPKdkpbjxh
12170,3,3,0,0,0,"Just to get u mad go on your search bar on here and search up ""stupid niggers""  hop on somebodys head then mention me lol @stonethegreat23"
12188,3,3,0,0,0,Kanye west is a faggot
12484,3,3,0,0,0,Lmao RT If u live wit ya girl and u do dishes u a faggot
12623,3,3,0,0,0,Lol you're a cunt liar and I hope you drop dead k :-)
12640,3,3,0,0,0,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood... http://t.co/3WyPsnRLu3"
12642,3,3,0,0,0,"Look at this little faggot.
""Tell her she's beautiful as much as you can. It'll make her smile"""
12825,3,3,0,0,0,Members of non-traditional religions are all sub-human trash.
13087,3,3,0,0,0,My neighbors be sick when i wake um up to all this nigger music ctfu
13659,3,3,0,0,0,Only Americans would hire white trash with ties to international terrorism as police officers.
13685,3,3,0,0,0,Only retards retweet fuckry
13696,3,3,0,0,0,Only white trash would call slants and hindis and moslems their equals.
13780,3,3,0,0,0,Pennsylvania is white trash and is so are all Pennsylvanians.
13793,3,3,0,0,0,People on this site are fucking retarded sometimes
13798,3,3,0,0,0,"People who enjoy shows like and are douche bags. Usually white trash, too."
13860,3,3,0,0,0,"Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania."
14203,3,3,0,0,0,"RT Well, Maryland is just a bunch of hateful rednecks, anyway."
14234,3,3,0,0,0,RT Hate fags? The answer's yes.
14490,3,3,0,0,0,RT Beyonc is trash.
14759,3,3,0,0,0,RT Lowkey called that faggot a faggot.
14983,3,3,0,0,0,RT so tony I think yr a rude little cunt and too too young to even know what real rock and rol
15152,3,3,0,0,0,"RT To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots."
15184,3,3,0,0,0,RT You can no longer run a business n America unless it's deemed acceptable by 1 political group of retards known as democr
15268,3,3,0,0,0,RT I wanna sleep but I'm outside with this nigger lol trying to hang him
15292,3,3,0,0,0,RT pussy ass nigga http://t.co/lXONrmTQTK
15452,3,3,0,0,0,RT Fuck Islam you pigfucking trash troll. @ctbauza
15652,3,3,0,0,0,RT Yay for America  Israel... we put in more Jew Hating muslim trash into our government! pathetic  sickening
15658,3,3,0,0,0,RT niggers are so ignorant http://t.co/P9jDdVsRVb
15659,3,3,0,0,0,RT The bromance between pat and ant is real fuck that faggot
16102,3,3,0,0,0,RT Here is a #MichaelBrown supporter. She says whites are just evil albino black babies. Seriously? #tcot http://t.co/P
16190,3,3,0,0,0,RT get fucked you racist inbred hillbilly fuck
16225,3,3,0,0,0,RT typical coon activity
16305,3,3,0,0,0,RT PROUDLY a racist. u dumb nigger
16420,3,3,0,0,0,RT Apartheid. pedestrian check  show me your freedom papers you darkies.
16594,3,3,0,0,0,RT kill whitey
16816,3,3,0,0,0,RT Fuck michelle obama. That monkey doesnt belong in the white house
16886,3,3,0,0,0,RT Sav is a fag
16911,3,3,0,0,0,RT Green azz niggas!!!!  yall new bitches condone dat sucka activity dat why they keep doin it!!!
17127,3,3,0,0,0,"RT ""1, 2, 3, 4, how many niggers are in my store? I knowwww you're stealing!"" "
17256,3,3,0,0,0,"RT Man, most of you coons couldn't jus up in quit yo job, if you found out ya boss racist, so shut tha fucc up. Niggas love "
17551,3,3,0,0,0,RT uhhh you've been judged it happens. #whitepower...I'll hang you nigger wo
17756,3,3,0,0,0,"RT "" if you aint bout that Murder Game pussy nigga shut up ""252 GANG "
17811,3,3,0,0,0,RT Are you Justin Beiber? Because your a Fucken gay cunt http://t.co/pgHISyDEyB
17813,3,3,0,0,0,"RT they should be ashamed of themselves. I'll be single for life before I fuck w a nasty, faggot ass white man."
17963,3,3,0,0,0,RT Illegal alien is not a race. It's a crime. #wetbacks http://t.co/pf2YpelyOP
18498,3,3,0,0,0,RT Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious
18769,3,3,0,0,0,RT What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.
19076,3,3,0,0,0,RT Jenna's a faggot
19135,6,6,0,0,0,RT Stupid fucking nigger LeBron. You flopping stupid jungle bunny monkey faggot.
19159,3,3,0,0,0,RT Stop stalkin your girl social media u bitch ass nigga
19302,3,3,0,0,0,RT Joshua is a faggot. Just suspend him on those grounds
19517,3,3,0,0,0,"RT This vine still funny as shit to me ""How many niggers are in my store""? https://t.co/t7rUJTKEi1"
19745,3,3,0,0,0,RT Oh my goodness do I hate Chinese people. Fucking zipperheads
19959,3,3,0,0,0,RT You're not the father ! What every Mexican/nigger loves to hear.
19979,3,3,0,0,0,"RT shut your nigger ass, lamar"
20005,3,3,0,0,0,RT Fuck the Islamic State!! We will kill those cunts
20045,3,3,0,0,0,RT I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass
20251,3,3,0,0,0,"RT "" fuck you say bitch? I will kill you "" http://t.co/3EiGzh6Q13"
20268,3,3,0,0,0,"RT 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! "
20324,3,3,0,0,0,"RT No, you stupid redneck, ""Animal Husbandry"" does NOT mean you can get hitched to your blue tick hound, Misty."
20647,3,3,0,0,0,"Seattle Mayoral Election this year. A choice between a bunch of women, non-whites, and faggots/fag lovers.
http://t.co/rwhgMRLaZX"
20670,3,3,0,0,0,Seem like da colored folk be gettin in da way lately. I just sayin
20795,3,3,0,0,0,Shoot that nigga an his shorty bitch .
21057,3,3,0,0,0,"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship"
21128,3,3,0,0,0,Spics are half breed trash. No filthy native should be allowed to speak to any European.
21187,3,3,0,0,0,Stu a rape faced faggot man I'm sick of this nigga
21212,3,3,0,0,0,"Subtweet me one more time, you dirty chink whore"
21427,3,3,0,0,0,That shade of faggot clashes with your eye color.
21534,3,3,0,0,0,The blacks in #California are typical niggers.
22158,3,3,0,0,0,This white bitch had the fuckin nerve to call me a nigga when shes the one payin for her lips to get bigga
22372,3,3,0,0,0,Ugly fucking nigger baby. Thought it was a gorilla at first.14/88 http://t.co/Bq3G01rxKN
22586,3,3,0,0,0,What a fag
22597,3,3,0,0,0,"What be the peckin order?
1 white Christian
2 colored
3 Porto Ricans 
4 Arab 
5 Jews 

I donts know. I be axin"
22797,3,3,0,0,0,White bus drivers are all white trash. #LosAngeles
22802,3,3,0,0,0,White trash okies don't count as real white people. To count as a white person you have to count a person. Okies aren't people.
22830,3,3,0,0,0,Whoever had Mr. Ramlogan for UWI business law tho? Racist mudda cunt
22867,3,3,0,0,0,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.
22984,3,3,0,0,0,Worlds biggest faggot lol
23222,3,3,0,0,0,You a lame ass nigga still cuffin these hoes my bitch got a bitch with er
23245,3,3,0,0,0,You are a jiggaboo...!
23325,3,3,0,0,0,You have my word we will RT beat those fucking faggots pls
23456,3,3,0,0,0,You're a faggot if you use the cover your face emoji
23505,3,3,0,0,0,Your pathetic plan failed. Enjoy my phone you fucking monkey. Let me see your ass at Benton park. You wanna talk shit I'll carve your face.
23723,3,3,0,0,0,coons
23812,3,3,0,0,0,faggot http://t.co/tkPokv3ncd
23814,3,3,0,0,0,faggots http://t.co/DMKbGhai1z
23817,3,3,0,0,0,fat dykes make me want to vomit
23834,3,3,0,0,0,"fuck ray rice ,someone crack that bitch"
23845,3,3,0,0,0,gay ass fags http://t.co/eqn4gvW42V
23939,3,3,0,0,0,hope gezus gets shot in his faggot head #houston #nbombs
23964,3,3,0,0,0,https://t.co/jtLZErgxI0 Leo get the fuck off of vine you fag
24083,3,3,0,0,0,in real life and online I follow that. sorry folks but just cause I look like a border hopper don't mean I am one. born and raised here
24084,3,3,0,0,0,inb4 you unfunny nigger kill yourself
24306,3,3,0,0,0,oh well. he's a fag anyways.
24522,3,3,0,0,0,the receptionist im always forced to talk to is such a racist cunt. i called her for an error and she said she'll call me. 40 mins. nothing.
24558,3,3,0,0,0,they're working on a bill to prevent retards from voting. who knew retards COULD vote? things are starting to make sense now.
24775,3,3,0,0,0,you're all niggers
